Index,Extraction,Mouse,Strain,Diet,Sex,Acetatic acid,Propynoate,Propenoic acid C3:1,C3:0 (Propionic acid),Glycine,Glycolate,Pyruvate,C4:0 (Butyric acid),Alanine,Lactate,Oxobutanoic acid,Aminobutanoic acid (ABA),Hydroxybutanoic acid,Serine,D-Glyceric acid,Catechol,N-Acetylimidazole,Uracil,Pyrroline carboxylic acid,Proline,Fumarate,Ketovaline,Aspartate semialdehyde,Valine; Betaine,Succinate,Threonine,Mercaptopyruvic acid,Phenylacetaldehyde,3-Mercaptolactate,Benzoate,Nicotinamide,Nicotinate,Taurine,5-Amino-4-imidazolecarboxyamide,Oxoproline,Itaconate,4-Methyl-2-oxopentanoate,5-Aminolevulinic acid,Creatine,(Iso)Leucine,Ornithine,Aspartate,Malate,Deoxyribose,Hypoxanthine,Phenyl acetate,Anthranilate,Isoniazid,Phenyl acetate,Carbamoyl phosphate,Cycloheptanecarboxylic acid,Octanoic acid,4-Acetamidobutanoate,Oxoglutarate,Glutamine,"Indole-5,6-quinone",Glutamate,Hydroxyglutarate,Methionine,Pentose,4-Coumaryl alcohol,Perillyl aldehyde,Oxidized dithiothreitol,Xanthine,N1-Methyl-2-pyridone-5-carboxamide,3-Sulfinoalanine,Gentisic acid,Histidine,Phosphoglycolic acid,Indoleacetaldehyde,Oxoadipate,Propylhydroxypentanoic acid,"4,6-Dihydroxyquinoline",Aminoadipate,Deoxyhexose,Phenylalanine,Methylxanthine,Urate,Glycerone phosphate,Glycerol 3-phosphate,Decanoic acid (FA10:0),Phenol sulfate,Formimino-Glu,Acetylornithine,Arginine,Acetyl-Asp,Citrulline,Hexuronic acid; Ascorbate,Glucono-lactone,Hexosamine,7-Aminomethyl-7-carbaguanine,Hexose,Theophylline,Tyrosine,Homovanillic acid,4-Pyridoxate,3-Phosphonooxypyruvate,Phosphoserine,6-Thiourate,Acetyl-Glu,Oxalosuccinic acid,(Iso)Citrate,"5,6-Dihydroxyindole-2-carboxylic acid",Phenylacetylglycine,Caffeine,Methyl-Tyr,Hexonic acid,P-homoserine,Dodecanoic acid (FA12:0),Indolepyruvate,L-Acetylcarnitine,Tryptophan,Xanthurenic acid,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",Glucaric acid,Sedoheptulose,3-Carbamoyl-2-phenylpropionic acid,Glycerylphosphorylethanolamine,Pantothenic acid,N-Acetylgalactosamine,L-Glutamic acid 5-phosphate,Deoxyuridine,C14:0,Pentose P,Dyspropterin,6-Lactoyltetrahydropterin,Felbamate,Anserine,Palmitaldehyde,Thymidine,Cytidine,Fucose 1-phosphate,Uridine,Biotin,Cytidine,Linamarin,Pyridoxamine 5'-phosphate,Pyridoxine 5'-phosphate,S-Acetyldihydrolipoamide-E,Gamma-Glutamylcysteine,Deoxyadenosine,Deoxyinosine,5-L-Glutamyl-taurine,Palmitoleic acid,Glycerophosphocholine,Hexose-P,Adenosine,Inosine,Stearidonic acid,Alpha-Linolenic acid,C18:2,Guanosine,Xanthosine,Retinal,Vitamin A,Sedoheptulose 1-phosphate,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",Androsterone,5-Aminoimidazole ribonucleotide,"9,10-Epoxyoctadecenoic acid",Sphingosine,All-trans-retinoic acid,N-Acetylgalactosamine 4-sulphate,Eicosapentaenoic acid,16a-Hydroxydehydroisoandrosterone,Arachidonic acid,"8,11,14-Eicosatrienoic acid",Glutathione,dUMP,13-L-Hydroperoxylinoleic acid,4-Hydroxyretinoic acid,Leukotriene A4,Octanoylglucuronide,"5,6-Epoxy-8,11,14-eicosatrienoic acid",CMP,UMP,N-Glycolylneuraminic acid,"2,3-Epoxyaflatoxin B1",C22:6,Famotidine,AICAR,Disaccharide,Cortexolone,AMP,Inosinic acid,S-(Formylmethyl)glutathione,PGH3,Tetrahydrocorticosterone,Prostaglandin E2,3-Methoxy-4-hydroxyphenylglycol glucuronide,Aldosterone,GMP,6-Thioinosine-5'-monophosphate,Dihydrocortisol,Tetrahydrocortisol,Tetrahydrocortisol,Orotidylic acid,Dehydroepiandrosterone sulfate,Prostaglandin G2,14-hydroxy-E4-neuroprostane,7-Dehydrodesmosterol,S-Adenosylhomocysteine,dUDP,Chenodeoxycholic acid,UDP,Cholate,LPA(0:0/16:0),dADP,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,Thiamine pyrophosphate,ADP,"3 beta,7 alpha-Dihydroxy-5-cholestenoate","LPA(0:0/18:2(9Z,12Z))",LPA(0:0/18:1(9Z)),GDP,CDP-ethanolamine,Se-Adenosylselenomethionine,"3a,7a,12a-Trihydroxy-5b-cholestanoic acid",Morphine-3-glucuronide,Adenylsuccinic acid,Estriol-16-Glucuronide,Cholylglycine,Cholesterol sulfate,2-(a-Hydroxyethyl)thiamine diphosphate,LysoPC(15:0),CDP-choline,LysoPC(16:1(9Z)),Dihydroneopterin triphosphate,LysoPC(16:0),Taurochenodesoxycholic acid,Triose,ATP,LysoPC(17:0),Taurocholic acid,NPC,LysoPC(18:0),6-Mercaptopurine ribonucleoside triphosphate,C16 Cer,ADP-ribose,C18:1 Cer,dTDP-hexose,C18 Cer,UDP-hexose,Protoporphyrinogen IX,Uridine diphosphate-N-acetylglucosamine,Oxidized glutathione,Cytidine monophosphate N-acetylneuraminic acid,Oxidized glutathione,C22 Cer,CMP-N-glycoloylneuraminate,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],"Phosphatidylinositol-3,4,5-trisphosphate",C24:1 Cer,2-(S-Glutathionyl)acetyl glutathione,NAD (ox),NAD (ox),NADH (red),Stachyose,PA(16:0/18:1(11Z)),PE(16:1(9Z)/P-18:1(11Z)),"PA(18:0/18:2(9Z,12Z))",PE(16:0/P-18:1(11Z)),PC(15:0/P-16:0),"PE(14:0/20:3(5Z,8Z,11Z))","PE(14:0/20:2(11Z,14Z))",PC(15:0/16:1(9Z)),PC(15:0/16:0),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PC(14:0/18:4(6Z,9Z,12Z,15Z))","PC(14:0/18:3(6Z,9Z,12Z))","PC(14:0/18:3(6Z,9Z,12Z))",PE(18:1(11Z)/P-18:1(11Z)),"PC(14:0/18:2(9Z,12Z))",PC(15:0/P-18:1(11Z)),PC(15:0/P-18:0),"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","PC(15:0/18:4(6Z,9Z,12Z,15Z))","PC(15:0/18:3(6Z,9Z,12Z))","PC(15:0/18:2(9Z,12Z))","PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))",PE(20:1(11Z)/P-18:1(11Z)),"PC(14:0/20:2(11Z,14Z))","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(15:0/20:4(5Z,8Z,11Z,14Z))","PC(15:0/20:2(11Z,14Z))","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","PC(14:0/22:4(7Z,10Z,13Z,16Z))",FAD (ox),"PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(18:1(9Z)/18:1(9Z)),SM(d18:0/22:1(13Z)),"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))"
069,NH24A,2142,BXD69,CD,F,19107,19481,17064,11695,8582,1721,7456,883,18435,102216,34158,27225,15473,8136,3305,8825,6566,16376,1823,64818,39388,4644,2190,74451,166372,13774,241795,10966,11076,20016,25776,6018,7672876,2234,91434,19211,4676,4911,6146,205060,35332,22381,93904,1456,90244,39514,4517,3924,3618,4904,19082,12649,9398,436625,105029,89176,29138,7080,7552,11505,3962,45982,141435,2519,6350,9756,171152,26852,2522,3391,2942,13902,26776,20210,88196,29864,113138,7020,253164,28816,125733,4579,5957,3842,3190,3691,828334,10029,1356,220914,65547,18499,14496,12138,32270,42638,3372,39753,2339,5170,10372,2565,257116,12055,235286,7338,6403,48775,2881,9656,9047,3677,107920,43736,12307,4905,3332,110318,36853,2220,1769,2298,798,5132,212498,9467,73916,21433,2082,6863,2872,5142,6358,1561,3054,14918,208930,12277,168567,16948,601438,5681,88110,647454,27396,51317,9067,6729,26009,4233,1952,9501,21614,2171,8971,21975,46364,4038,135255,20448,832908,12112,17601,6018,13424,3612,105995,36326,100950,13946,29129,95699,8393,6508,13122030,6403,824063,73746,25577,11712,6998,12232,6758,3020,21635,8405,6655,11695,22337,9709,2021,7989,3141,5616,60139,4798,5066,7380,83052,11375,8911,1592,8659,57507,3327,4456,6839,4428,14745,7494,6336,21112,12680,4694,6871,33228,102807,69609,7107,2143,3115,4093,684164,16424,5500,36660,9098506,4152,2124,3333,3685,16174,645,6844,1270,46337,7791,52008,320814,35501,1793,4242,4327,7892,5401,4513,22173,22173,10093,16290,4785,1774,7651,1493,1072,4588,30402,12455,8420,13321,5124,4398,4713,1789,3872,1883,880,2194,11700,2553,112669,47925,154419,5682,14307,6450,1984,7697,13531,409660,161335,357306,47612,10175,116045,7359,38295,13822,5328,4115,3227,2103,12180,100039,190705,21161,8208,8995,8514,47579,10566,28842,7159,7159,31625,1952,3086
070,NH24A,2142,BXD69,CD,F,18630,18103,18162,10985,8916,2053,7610,1089,18410,104232,32003,26361,15883,7750,2989,8993,6275,17488,2083,64697,38422,3960,2253,73440,162464,14881,240991,11414,11620,20144,26562,5227,7733870,2198,92958,17331,4324,5124,6610,203895,37118,20600,91924,1601,87349,42486,4877,3950,3843,3650,17762,12426,9266,446060,97985,91381,28834,6397,7214,12346,3484,44905,143247,2806,5970,8856,175640,26346,2254,3639,2451,14649,26777,21146,90701,28519,110555,6167,247558,30280,123295,3718,6349,3569,3077,2983,820733,10449,1232,219331,68544,19450,15821,11911,30574,40551,2792,35439,2155,5041,9205,2575,258385,11908,226153,8021,6579,49052,2807,11771,9853,3587,105364,41186,12288,4860,2972,108579,37256,2432,1613,2767,945,6604,206003,10479,75226,21684,2346,6638,2344,4320,6220,1770,2899,15328,195855,11929,171572,17742,584481,5712,80529,574425,26241,49661,8234,6876,24747,4208,1904,8952,21780,1909,7809,21646,44344,4330,132050,18489,826767,10836,15656,4886,12376,3814,95064,38768,96737,14339,28603,87652,8330,6337,13043420,7416,805523,69681,24476,11284,6754,12901,6988,3805,20732,8595,6753,11054,19776,9218,1952,8220,3524,4852,59157,4881,4789,8605,83218,9235,8974,1647,8252,56431,3225,4545,6147,4866,12683,6757,6430,20467,12677,3989,7241,31470,102006,59678,7327,2465,3161,3330,644473,16330,5340,32425,8804973,4397,2414,3219,4124,16419,472,6923,1447,44333,8652,51955,306878,36477,1664,4982,3836,7324,5502,4686,21278,21192,10225,16643,4639,1378,7232,1519,969,4410,28447,11283,7658,13044,4856,4029,4738,1829,3029,1931,1503,1831,11202,2512,101244,42764,146748,6166,12565,5033,1454,6278,12752,385300,147098,332825,44716,11742,109302,6757,34362,13565,5059,3783,3161,2113,12100,90852,176730,20850,7613,7571,7258,43908,9146,26014,7171,7171,29686,1954,3008
071,NH24A,1899,BXD68,CD,F,17824,17666,13843,10295,7342,1507,9024,15549,7969,38796,28351,45779,16559,7250,1960,5990,6764,16472,2637,26569,54199,4311,2111,72852,101615,10407,170365,11445,8004,17752,23384,4882,7405742,2114,104050,8039,4314,3356,5342,221496,22450,25076,104374,1384,89172,40846,4566,3390,3776,4011,13081,5227,3956,569953,106371,159671,21840,5106,4867,6540,2971,25054,127095,3050,12349,79006,157687,17893,3018,3525,2116,5434,16541,25446,87463,42723,145026,123489,192974,17915,85906,3433,6744,4267,6383,2560,1468096,7299,1462,167254,57991,11735,8860,7808,55939,35642,3825,28657,3786,4266,13008,2669,214872,7633,127754,6289,3632,42838,2326,10663,11776,4079,80076,46640,16046,5758,4495,180941,20211,2041,2039,2021,1138,6692,166033,8668,59989,17827,1469,5064,1857,5876,5258,2099,3038,7958,402940,10212,200541,16835,433131,14419,411532,3092414,28366,20546,11301,15701,38354,12719,4201,5960,40669,3225,4572,26798,72541,7198,297720,58657,810398,9788,29360,4064,6544,3241,126832,17513,137166,9180,21068,257092,6636,5119,6814243,14428,1061864,74618,28876,8490,4839,9540,2560,2778,28345,3774,3689,5479,10520,9250,1372,4883,3939,3025,53904,4450,2005,7464,60100,10790,9906,5739,6454,60359,3098,9322,8927,4320,14800,4274,21121,8012,7618,2704,6560,73579,4562,97828,5396,2500,3561,4988,2378950,10146,7745,49568,15499225,8153,2489,4107,7768,4041,493,5807,2334,37015,4516,47260,238936,28261,2965,3567,3040,5619,10263,4399,14040,14040,8086,9761,5859,2849,12676,2199,1145,7715,86008,19580,11020,28218,7444,6976,7768,3433,5685,2511,1843,2557,22293,20998,274073,102110,362020,7219,28989,10744,2255,12991,20513,895537,375676,762952,92276,15979,189767,10358,55465,23377,4347,7486,5252,1694,23674,191188,348476,34424,11241,12569,11759,76657,13174,37450,9069,9366,49059,2253,2646
072,NH24A,1899,BXD68,CD,F,16877,17976,14383,9021,7030,1606,9689,15239,8047,40806,28648,46471,15515,7768,2318,6200,5949,17291,2136,26869,53278,4755,2304,71609,103372,10244,171991,11024,9047,18371,23852,5078,7448744,2193,106094,8582,4537,3576,6105,219141,21445,23027,102607,1780,88016,41878,4233,3266,3489,5329,11503,3968,4194,571222,102690,160999,22739,5605,4567,5322,3047,24916,129756,2326,10780,81657,158250,18768,2520,3812,2350,3684,14883,26532,85841,38115,147084,122986,197752,16817,83501,2757,6958,4937,6832,2348,1483163,7235,1794,171401,58207,11223,8448,7622,60099,37721,3592,29750,3762,3655,13325,2941,218817,8454,122100,6443,3806,41999,2411,11504,9910,5005,82022,46830,14554,5052,4226,172955,18995,2387,1799,2069,809,6512,169251,9381,59067,17043,1640,5646,1749,5982,4405,1829,3496,9211,388093,8987,197971,17919,436381,13849,386652,2887135,28461,19151,10863,14672,39747,12584,4295,6628,39653,3435,4170,26790,65758,7090,280138,52688,797324,9778,26854,4255,6267,2918,114439,16084,135184,9036,21335,247790,6655,4856,6812722,12309,1068496,76983,29878,9564,5305,8809,2265,2794,25982,4356,3676,4381,9840,9600,1272,4266,3725,3020,54569,4595,2350,7160,59905,10690,9034,5475,6325,61208,2471,8792,8754,4459,14827,3880,18907,7640,7470,2837,6398,73705,4709,92317,5448,2613,4039,4404,2322497,10876,7210,49177,15464127,7918,2108,4698,7374,4278,752,4826,2258,37917,4436,47866,244811,27514,2751,3997,2655,4962,10740,4544,14645,14645,8556,10100,5150,2653,12611,1969,1376,7833,83502,19477,11061,27325,7966,6855,8214,3133,5104,2757,1517,2384,23879,22853,275820,101570,347016,8618,29034,10773,2032,13076,20706,894195,370967,744654,90200,16321,196436,10719,55093,22432,4874,6896,5350,2201,23138,188705,346158,32994,11541,12046,11263,76844,12685,35712,8486,8665,47080,2378,2506
073,NH24B,559,BXD84,HF,F,20960,21648,16272,12582,10402,1459,11760,392,16693,62460,27843,26611,11685,8060,3623,3657,6582,18431,1936,53432,64759,3399,2213,53905,152540,12166,164221,9635,7281,14737,27714,5223,7624142,1880,116224,19518,3786,4092,4582,168338,26626,24447,67264,1371,74598,47027,3909,4168,4130,3357,12929,9620,18306,593110,94191,85699,36936,5477,3579,6012,2618,28715,97091,2078,7084,5200,191907,24128,2065,2968,1541,4412,8094,6315,72256,29500,101720,4396,210920,16850,67464,3193,2815,2665,4102,3410,2040560,8965,1064,184593,73866,15631,6955,8180,29580,68832,2145,41229,2572,4796,6276,3054,200616,4238,175154,7469,3502,38561,1912,11895,15207,3789,214539,42300,10729,6590,3657,120782,27233,2407,1487,1650,955,3002,499572,9201,75082,42676,2096,11157,1641,4523,5060,3051,2082,5067,281161,21017,173550,22948,426429,5525,116895,878614,28334,12485,8547,15584,32056,4299,732,8548,17340,2990,4078,31131,48720,4518,241527,39775,1752483,12539,10762,3488,2876,2274,125196,11998,102073,20873,45785,199090,12206,6382,12447978,4993,641656,54833,76339,6329,3936,7462,14905,2809,19713,3808,4526,7208,10637,14608,1475,2436,2448,2027,56162,4076,2894,9902,38881,15466,6772,1308,5291,84698,2809,4088,11347,5970,14165,7208,3521,15976,12482,1815,5272,162336,6235,142057,8058,3060,3729,5903,431580,14660,10389,69963,8091376,3327,3145,4039,13274,10125,1728,9536,7551,68132,1380,82191,536315,58775,6887,4763,3803,8757,21605,11378,33670,33670,26949,19558,13167,3056,18056,3068,1611,7435,84009,34813,16003,46579,11004,9187,9901,4416,7512,2928,2523,3365,24027,8724,390141,116635,452370,13520,57466,15968,2671,14137,33368,1922864,649967,1432338,109756,26440,228600,14964,113789,35730,7108,5918,6342,3780,15902,304279,672162,53401,15196,15579,12544,195063,11816,57647,11690,12154,110244,2551,3254
074,NH24B,559,BXD84,HF,F,18336,20362,15208,11370,11762,1658,12011,534,15820,59194,28569,25820,10767,8051,2684,3943,7081,17373,1977,53686,58695,4637,2653,53754,151625,11728,161694,6846,7677,15920,26142,5308,7558685,1972,110582,17349,4152,3989,4544,167133,31087,21330,66116,1764,76952,43676,4289,4041,3254,3025,12522,7542,18553,581462,95637,81080,32479,4964,3871,5607,2448,25168,95747,2240,7315,5874,183395,22191,2021,3179,2547,3603,7526,6315,69990,27912,106107,4157,209590,15305,65629,2620,2986,2363,3522,3943,1988086,8431,1284,187162,71374,18701,7641,9462,28634,61861,1568,41878,2501,5148,5896,3086,190542,3706,170879,8361,3359,40003,1937,12650,14687,3275,208292,38068,10025,6664,3499,115142,26521,2651,1743,1281,691,2442,494499,10376,74369,43092,1960,11876,1554,4342,5489,2381,2128,4261,261446,20634,164463,23733,424872,5341,107088,807905,25381,15333,9951,15241,32058,4531,977,9663,15500,2922,3622,29973,48238,4522,225778,35968,1707016,11175,9142,2951,3103,3196,108561,11400,100314,18998,44419,190215,13535,5981,12382006,4961,618268,52942,74517,6739,3426,7200,12739,2168,22122,3680,3554,6738,12152,14320,1000,2810,2526,2445,56291,4008,2402,10746,37083,14997,6837,1324,5622,81525,2776,3674,10023,6310,15090,7349,3266,14396,11260,1898,5924,155136,7301,135310,8038,3219,3846,6302,404295,13492,10061,65101,7822437,3523,3356,3715,12239,10536,1449,8821,7340,69374,1609,79593,529253,57120,7600,5056,3372,8134,20546,10613,33043,33043,25066,21146,12318,2826,17481,2810,1859,7072,80137,33238,15904,47756,11296,8547,9132,3745,7213,3350,2464,3093,22920,8237,395201,113599,439929,13162,56696,15234,2284,13857,33408,1878144,650533,1423418,102999,26165,215521,14053,107892,34447,5994,5965,5963,3333,14602,296629,637266,47406,14726,15070,13476,188197,12381,54505,11509,11509,110381,2690,3507
075,NH24B,560,BXD84,HF,F,22402,24039,24470,16507,13237,1894,13110,515,17460,87068,33771,32667,14354,9501,2666,3617,8796,33261,1952,45687,96298,3250,3122,48211,251990,13918,238508,6341,9435,13519,29484,6126,7613456,2816,148759,17766,3883,3718,4945,163943,35528,63285,291260,1365,150577,49580,5521,4572,3062,3936,11799,6578,7780,802179,93939,142261,33846,5371,5114,5802,2466,33153,303201,4023,4928,7129,235161,37271,2262,2173,2852,3695,11280,7093,73340,25650,179102,4436,318519,15469,63980,2812,2971,1751,3712,3452,2073939,9244,997,237452,79746,11621,8955,11105,40680,46819,2941,30079,2140,5294,6532,1944,219074,7919,159245,9891,3368,36125,1316,10032,14874,3461,466881,39328,19574,5658,3910,154493,45805,2649,1472,1612,831,3099,651539,11721,145938,57374,1771,8173,1526,6524,7733,2449,2948,5054,289140,28499,266142,31897,1409692,7203,119986,910276,51989,38243,9896,12302,56995,5329,973,12598,19395,2633,4153,33476,55630,5678,233280,27278,3625428,12818,11205,3092,2889,2886,9384,10561,118789,23297,34437,177865,9665,7612,11070138,5877,701999,81037,98344,8058,5050,7725,18399,2996,27725,4084,5303,11888,18451,24340,1357,2894,2775,2013,73462,4419,3274,13403,82602,15581,7323,1959,7136,89190,2897,4088,9966,11076,24435,6811,4443,15895,11412,2263,8955,137896,6417,158055,9560,2308,5627,6430,698559,22290,10155,61761,10670655,4292,2979,3742,10646,6502,1094,8779,6180,55804,1382,81952,363978,40651,5941,4897,2909,8371,16395,6981,30332,30332,24728,48651,11840,3447,18998,3500,1747,9338,141159,43204,15035,58920,10921,8329,9460,4612,9065,3391,2476,3015,20599,9095,507097,127691,513576,12708,67877,16060,2688,16267,34648,2566190,691742,1638460,97727,31924,241902,14323,117132,30545,6283,5967,5554,3162,14036,363122,900836,50092,12590,15039,13506,197057,9392,49840,13225,13432,119100,2210,3634
076,NH24B,560,BXD84,HF,F,24071,25724,26368,16778,14118,1811,13490,636,15993,86082,35373,33626,12997,10299,2904,4548,9325,31981,2651,47888,98938,3652,2647,55351,255290,13739,238213,7255,9996,13961,29400,6608,7747137,2138,155535,17439,4220,4070,4626,171031,36666,65300,296208,1618,161224,52801,4627,4908,3572,3066,10478,6618,7397,833823,96978,148056,34018,5253,5966,5946,2751,30782,312473,4005,6567,7057,236078,37429,1972,2606,2040,3559,11655,7512,78372,25302,184588,4800,328338,17675,67861,2590,3105,1682,2892,2806,2124287,10369,1572,240119,80848,10823,10385,11422,42454,48812,2151,31509,2025,4416,6995,3296,218183,6130,156034,8513,4000,38291,1612,9862,14599,3965,479702,40758,20416,5256,3863,146122,49518,2182,1899,1832,926,2765,673198,11242,145277,58338,1884,8362,1449,5363,7279,2155,3389,5051,286277,29919,263514,33836,1445731,5851,117781,883074,53989,41502,11330,13911,59094,5348,1010,14018,20358,3069,3804,32413,53180,6659,231035,25867,3685197,14162,11796,3778,2981,3159,8709,10969,126599,24729,31289,181210,10236,7046,11573392,6317,734201,87960,99764,6768,7025,8022,19328,2542,30165,5168,5035,11508,18211,23656,1291,2989,2701,2460,76887,4817,3560,14399,82404,16018,7554,1506,7142,91889,2838,4202,10158,11287,24975,6450,4020,15650,11504,1947,7542,139792,8659,158134,9777,2298,6544,6852,714833,21836,11218,67084,10987611,4623,3123,3713,10063,7655,1826,9247,6850,56284,1885,83590,378429,45597,6546,5064,3067,8001,15508,7345,31583,31583,23579,50893,14660,3763,19783,3629,2215,9082,141402,41989,15591,57444,10315,9439,10081,4827,9400,3079,2680,3772,21609,9541,522362,128770,512866,12709,70183,16940,2739,18524,35069,2636342,711813,1685782,99978,31769,240344,14976,119444,31963,7153,5082,6357,3641,14262,375978,919940,47831,12481,14267,13057,199204,10524,52851,12857,13044,119297,2101,3962
077,NH24A,Blank,NA,NA,NA,4139,927,2583,2831,1152,322,1550,354,1536,2541,24801,4653,2443,832,1046,4495,2206,3968,1455,8716,7840,5013,895,10760,18794,1967,42395,9456,4041,16911,7529,6344,452046,2395,21307,2844,5081,829,881,34409,10527,5135,24242,931,13782,29853,3756,2897,4888,4812,18371,1248,1038,42423,124479,10947,13454,1356,865,4126,3173,6069,14603,1094,907,2002,18044,2637,2092,2214,1756,2578,1641,3433,11877,6860,8951,1891,25294,17483,20510,905,778,1823,621,880,103826,3398,870,22660,13626,3437,1165,4115,1050,3311,421,10085,579,446,2388,1933,12912,881,29303,1458,516,6758,1029,2528,2280,1075,14303,2680,2731,1121,695,55920,4118,720,492,1383,1023,2453,28881,3177,10043,4240,836,1310,765,2700,1668,816,636,1305,59586,1625,27920,3766,50860,1518,19401,150949,4532,3268,6459,1148,4789,672,568,480,4000,752,1749,12181,10501,1576,41385,4641,126708,8791,2024,826,1220,2660,4668,3093,12438,2053,5642,29341,383,1339,703007,1699,61419,8518,3645,1346,1255,6207,1059,967,4483,1430,987,1283,1251,1525,534,887,838,1745,5562,1166,1847,2774,9870,2263,1790,347,878,13336,2254,898,1266,924,3080,1304,2634,667,748,759,1370,8322,4354,12847,1222,1650,1376,937,34433,2134,1845,6250,518080,525,641,2369,656,958,286,846,477,5225,705,6766,32726,3712,312,607,334,771,602,740,2314,2314,1215,3364,790,328,1114,480,242,934,7115,3877,1657,2104,1751,650,602,471,801,596,337,283,1606,537,16991,6635,20098,638,3026,956,358,941,1411,55298,22984,46719,5543,1673,23301,793,10461,1242,474,484,359,811,1365,12378,23503,2854,2138,1128,1221,11371,755,1672,1076,1093,6573,2260,2209
078,NH24A,Blank,NA,NA,NA,2372,389,1680,2934,917,170,652,244,1485,1539,24969,2732,2568,1241,1477,5323,1624,3018,1403,5898,4480,5168,714,8803,13412,1965,27741,10244,3933,18029,5140,6091,185321,1776,16696,2256,4924,643,893,24846,10448,2450,13428,1324,6207,30490,3930,2730,5328,4461,19273,1182,833,24787,124826,5770,12505,747,865,4018,4091,4762,5790,1041,343,2177,21326,2414,1580,2640,1525,2643,914,2884,7633,4075,3393,1391,14028,17834,10351,1009,978,1397,583,600,35067,3267,860,19584,9490,3323,1445,3018,706,1569,566,8621,322,588,1936,2095,6278,768,23083,1224,578,6462,895,2622,1516,727,6979,1864,2900,1143,709,48234,2031,627,737,1054,653,2035,13989,2660,4924,3460,816,1167,724,2134,1730,461,301,1109,38280,1315,17215,2383,20913,917,10013,70477,2000,1546,5006,1103,2103,552,431,330,3062,582,1626,13620,6566,1458,18894,2881,50993,8309,1761,497,1020,2355,3299,2895,8067,1467,5313,11953,333,979,276489,1188,24147,4299,1291,1094,878,4318,853,663,2820,1242,613,559,655,1442,391,667,652,1672,3820,1138,1570,2279,5216,1525,1078,317,571,8876,2812,424,459,759,1762,512,2570,445,380,477,934,5533,1405,6387,978,1698,665,908,11808,1366,1734,1520,121210,382,397,1936,288,384,114,500,282,2218,651,2544,13934,1985,234,342,264,779,278,282,1185,857,928,2245,701,236,716,336,176,568,3735,2894,790,1506,618,471,448,194,273,316,266,245,933,300,9446,3774,10214,353,1763,661,178,640,676,31402,12058,24900,3221,971,11929,620,4988,825,450,382,356,768,524,7491,12720,1340,1847,667,707,6270,446,960,651,714,4142,2625,2235
