Index,Extraction,Mouse,Strain,Diet,Sex,Acetatic acid,Propynoate,Propenoic acid C3:1,C3:0 (Propionic acid),Glycine,Glycolate,Pyruvate,C4:0 (Butyric acid),Alanine,Lactate,Oxobutanoic acid,Aminobutanoic acid (ABA),Hydroxybutanoic acid,Serine,D-Glyceric acid,Catechol,N-Acetylimidazole,Uracil,Pyrroline carboxylic acid,Proline,Fumarate,Ketovaline,Aspartate semialdehyde,Valine; Betaine,Succinate,Threonine,Mercaptopyruvic acid,Phenylacetaldehyde,3-Mercaptolactate,Benzoate,Nicotinamide,Nicotinate,Taurine,5-Amino-4-imidazolecarboxyamide,Oxoproline,Itaconate,4-Methyl-2-oxopentanoate,5-Aminolevulinic acid,Creatine,(Iso)Leucine,Ornithine,Aspartate,Malate,Deoxyribose,Hypoxanthine,Phenyl acetate,Anthranilate,Isoniazid,Phenyl acetate,Carbamoyl phosphate,Cycloheptanecarboxylic acid,Octanoic acid,4-Acetamidobutanoate,Oxoglutarate,Glutamine,"Indole-5,6-quinone",Glutamate,Hydroxyglutarate,Methionine,Pentose,4-Coumaryl alcohol,Perillyl aldehyde,Oxidized dithiothreitol,Xanthine,N1-Methyl-2-pyridone-5-carboxamide,3-Sulfinoalanine,Gentisic acid,Histidine,Phosphoglycolic acid,Indoleacetaldehyde,Oxoadipate,Propylhydroxypentanoic acid,"4,6-Dihydroxyquinoline",Aminoadipate,Deoxyhexose,Phenylalanine,Methylxanthine,Urate,Glycerone phosphate,Glycerol 3-phosphate,Decanoic acid (FA10:0),Phenol sulfate,Formimino-Glu,Acetylornithine,Arginine,Acetyl-Asp,Citrulline,Hexuronic acid; Ascorbate,Glucono-lactone,Hexosamine,7-Aminomethyl-7-carbaguanine,Hexose,Theophylline,Tyrosine,Homovanillic acid,4-Pyridoxate,3-Phosphonooxypyruvate,Phosphoserine,6-Thiourate,Acetyl-Glu,Oxalosuccinic acid,(Iso)Citrate,"5,6-Dihydroxyindole-2-carboxylic acid",Phenylacetylglycine,Caffeine,Methyl-Tyr,Hexonic acid,P-homoserine,Dodecanoic acid (FA12:0),Indolepyruvate,L-Acetylcarnitine,Tryptophan,Xanthurenic acid,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",Glucaric acid,Sedoheptulose,3-Carbamoyl-2-phenylpropionic acid,Glycerylphosphorylethanolamine,Pantothenic acid,N-Acetylgalactosamine,L-Glutamic acid 5-phosphate,Deoxyuridine,C14:0,Pentose P,Dyspropterin,6-Lactoyltetrahydropterin,Felbamate,Anserine,Palmitaldehyde,Thymidine,Cytidine,Fucose 1-phosphate,Uridine,Biotin,Cytidine,Linamarin,Pyridoxamine 5'-phosphate,Pyridoxine 5'-phosphate,S-Acetyldihydrolipoamide-E,Gamma-Glutamylcysteine,Deoxyadenosine,Deoxyinosine,5-L-Glutamyl-taurine,Palmitoleic acid,Glycerophosphocholine,Hexose-P,Adenosine,Inosine,Stearidonic acid,Alpha-Linolenic acid,C18:2,Guanosine,Xanthosine,Retinal,Vitamin A,Sedoheptulose 1-phosphate,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",Androsterone,5-Aminoimidazole ribonucleotide,"9,10-Epoxyoctadecenoic acid",Sphingosine,All-trans-retinoic acid,N-Acetylgalactosamine 4-sulphate,Eicosapentaenoic acid,16a-Hydroxydehydroisoandrosterone,Arachidonic acid,"8,11,14-Eicosatrienoic acid",Glutathione,dUMP,13-L-Hydroperoxylinoleic acid,4-Hydroxyretinoic acid,Leukotriene A4,Octanoylglucuronide,"5,6-Epoxy-8,11,14-eicosatrienoic acid",CMP,UMP,N-Glycolylneuraminic acid,"2,3-Epoxyaflatoxin B1",C22:6,Famotidine,AICAR,Disaccharide,Cortexolone,AMP,Inosinic acid,S-(Formylmethyl)glutathione,PGH3,Tetrahydrocorticosterone,Prostaglandin E2,3-Methoxy-4-hydroxyphenylglycol glucuronide,Aldosterone,GMP,6-Thioinosine-5'-monophosphate,Dihydrocortisol,Tetrahydrocortisol,Tetrahydrocortisol,Orotidylic acid,Dehydroepiandrosterone sulfate,Prostaglandin G2,14-hydroxy-E4-neuroprostane,7-Dehydrodesmosterol,S-Adenosylhomocysteine,dUDP,Chenodeoxycholic acid,UDP,Cholate,LPA(0:0/16:0),dADP,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,Thiamine pyrophosphate,ADP,"3 beta,7 alpha-Dihydroxy-5-cholestenoate","LPA(0:0/18:2(9Z,12Z))",LPA(0:0/18:1(9Z)),GDP,CDP-ethanolamine,Se-Adenosylselenomethionine,"3a,7a,12a-Trihydroxy-5b-cholestanoic acid",Morphine-3-glucuronide,Adenylsuccinic acid,Estriol-16-Glucuronide,Cholylglycine,Cholesterol sulfate,2-(a-Hydroxyethyl)thiamine diphosphate,LysoPC(15:0),CDP-choline,LysoPC(16:1(9Z)),Dihydroneopterin triphosphate,LysoPC(16:0),Taurochenodesoxycholic acid,Triose,ATP,LysoPC(17:0),Taurocholic acid,NPC,LysoPC(18:0),6-Mercaptopurine ribonucleoside triphosphate,C16 Cer,ADP-ribose,C18:1 Cer,dTDP-hexose,C18 Cer,UDP-hexose,Protoporphyrinogen IX,Uridine diphosphate-N-acetylglucosamine,Oxidized glutathione,Cytidine monophosphate N-acetylneuraminic acid,Oxidized glutathione,C22 Cer,CMP-N-glycoloylneuraminate,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],"Phosphatidylinositol-3,4,5-trisphosphate",C24:1 Cer,2-(S-Glutathionyl)acetyl glutathione,NAD (ox),NAD (ox),NADH (red),Stachyose,PA(16:0/18:1(11Z)),PE(16:1(9Z)/P-18:1(11Z)),"PA(18:0/18:2(9Z,12Z))",PE(16:0/P-18:1(11Z)),PC(15:0/P-16:0),"PE(14:0/20:3(5Z,8Z,11Z))","PE(14:0/20:2(11Z,14Z))",PC(15:0/16:1(9Z)),PC(15:0/16:0),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PC(14:0/18:4(6Z,9Z,12Z,15Z))","PC(14:0/18:3(6Z,9Z,12Z))","PC(14:0/18:3(6Z,9Z,12Z))",PE(18:1(11Z)/P-18:1(11Z)),"PC(14:0/18:2(9Z,12Z))",PC(15:0/P-18:1(11Z)),PC(15:0/P-18:0),"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","PC(15:0/18:4(6Z,9Z,12Z,15Z))","PC(15:0/18:3(6Z,9Z,12Z))","PC(15:0/18:2(9Z,12Z))","PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))",PE(20:1(11Z)/P-18:1(11Z)),"PC(14:0/20:2(11Z,14Z))","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(15:0/20:4(5Z,8Z,11Z,14Z))","PC(15:0/20:2(11Z,14Z))","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","PC(14:0/22:4(7Z,10Z,13Z,16Z))",FAD (ox),"PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(18:1(9Z)/18:1(9Z)),SM(d18:0/22:1(13Z)),"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))"
036,NH24A,Blank,NA,NA,NA,2532,542,1014,1667,616,278,629,269,367,955,18467,1879,2500,655,725,5927,1788,2558,1228,2929,1669,4151,518,6429,5731,1439,15854,7360,3110,16658,2326,5992,101321,1721,12360,2295,5079,487,654,16310,3633,1724,5347,1211,3876,23884,2708,1849,4414,4108,21402,926,567,10007,117110,4091,11008,537,605,3130,3959,2366,1746,648,410,2915,7071,1839,1250,2091,1678,2304,636,2085,4571,4182,2241,1481,6736,17651,8482,917,876,1685,810,668,9130,3863,755,14128,6261,3418,833,2130,596,1006,570,9096,290,608,1507,2318,3615,532,18189,1158,394,4590,914,2179,967,687,1997,1198,2224,1067,577,42388,1373,732,712,932,831,2163,4619,2555,3495,2721,983,1055,502,2276,1077,319,399,737,28292,595,11701,1750,5332,995,5623,33204,1362,1031,5730,774,1382,406,365,346,1973,436,2071,12133,3800,1031,8468,1765,8264,6713,1126,567,715,2460,2808,3301,6235,1128,2933,5252,433,922,119213,1073,13300,2995,889,793,777,4429,939,704,2694,785,578,479,870,818,416,649,565,1340,2285,1071,1499,1826,3565,1526,900,306,529,5643,2940,372,336,840,1251,300,2133,471,433,467,978,3593,885,3027,637,2445,854,644,4686,1078,1446,880,40655,280,446,1640,415,557,173,368,463,780,927,1457,7419,1334,188,367,178,652,155,198,717,637,310,767,349,286,669,517,244,403,2406,2767,776,629,223,341,301,348,296,384,215,172,598,195,3843,2604,5563,368,1052,433,141,416,585,11257,5437,11133,2143,567,5849,274,2095,390,170,206,242,668,361,2862,5291,748,1596,750,631,2444,290,446,453,553,1818,2122,1939
037,NH24A,2127,BXD66,CD,F,16766,31078,20137,10870,11034,1271,9342,394,11721,60673,26732,31753,16250,9542,1914,4143,7945,23953,3077,33391,81947,2566,5618,73797,138445,11443,168695,7958,16210,14966,23254,5011,6909905,2068,117149,11871,4007,12058,4635,219436,30299,48350,317662,1930,121097,42369,5462,4075,2799,4785,11638,6969,2716,769602,95830,130994,19546,5936,5715,7880,3134,24176,176023,2404,10313,5946,192712,24367,2075,3187,2786,3466,8719,14116,83645,48484,168949,4714,199454,14941,52969,3115,7473,2544,4077,2207,1290627,7185,1515,200908,59137,8635,5649,8191,44918,27600,3663,33932,2431,3319,9564,4283,283315,3838,141030,6290,5220,38358,3209,9776,12515,5549,69618,35746,14855,4297,3095,91630,34799,12103,1626,1888,1002,3012,143670,8044,110220,16654,2157,7383,1676,5359,4576,17989,3105,7172,289675,11180,303988,26357,775723,13912,195800,1346240,39217,36775,8228,15089,79818,3818,1602,11471,51414,4553,5292,26072,83390,5764,207935,33254,1615950,10203,17809,4461,8048,3160,84607,16784,184169,15589,29484,164465,8627,4599,10448661,12347,1260004,110419,39420,8947,4695,9402,4339,2986,39644,3886,4127,4449,6611,14783,1277,6077,4968,4964,77663,5635,2416,7789,17245,16992,10133,13108,8645,44391,3234,6168,13146,6761,17318,6193,7296,17091,10693,7631,3279,88628,6209,180394,8133,2670,4211,7702,442528,10381,4614,85075,6555840,4347,3784,4550,11940,5551,1188,5130,3867,22842,3721,42647,369827,41131,5241,4373,5211,7289,24921,5876,22335,22335,6695,14537,10544,4637,22668,4175,2511,24354,340523,58926,19032,61573,14475,13592,14694,5912,11633,4364,2885,4144,57121,12163,757798,321807,763296,15222,60495,22572,3474,20511,42934,2082748,896171,1898780,171384,26582,279647,17018,88004,36854,3712,8659,8258,3791,29787,392157,724954,39094,14292,18175,15959,180478,18604,51511,12026,12026,108586,2357,3203
038,NH24A,2127,BXD66,CD,F,18374,29756,21197,10573,11503,1567,8713,671,11343,57700,25982,33323,15820,9430,2158,4851,8904,25668,2960,32168,81408,3265,6034,73815,136830,12708,165725,9577,13833,15371,23177,5153,6777948,2022,111676,11636,4034,11641,4392,219300,32507,45283,310932,933,122841,41096,5264,6832,3092,5035,11376,6305,2698,762599,95091,132487,19773,6635,5622,7915,3453,21900,169968,2547,10937,5871,195399,22919,2056,3520,2296,3626,7630,13454,83617,45998,162898,4839,198032,14171,52890,2670,6730,2690,4340,2006,1287382,7561,1325,199782,58162,9589,5031,6846,42139,24820,4346,33052,2800,3337,10195,4310,279974,3359,137688,6396,4678,38306,2121,8549,12102,5338,67111,35649,15551,4128,3321,86579,33987,12255,2207,1714,1007,3198,137685,7671,109378,17167,1801,7341,1772,5748,4785,18321,3351,6914,278297,10015,293514,26098,759445,11671,183660,1315813,39387,34316,9926,15443,81907,2858,1277,10920,47930,3742,5660,22814,79864,4919,206259,30968,1580949,11663,15583,5029,9392,3614,85080,16986,182198,12956,27259,157383,9700,5666,10295815,11197,1233504,108947,37720,7839,4184,9324,4275,2591,36753,4412,4238,4365,7584,14208,1384,5528,4456,5292,75433,5240,2213,6848,17960,15833,9415,11773,7790,43578,3523,5711,11353,7166,17928,7023,6532,16775,9859,6551,3135,90074,5449,181694,8542,3034,4477,7834,419407,10101,5470,86893,6322873,3298,4232,4459,13267,4710,1255,6205,3805,23606,3501,43002,353189,40488,4867,3819,5391,6945,26249,4798,21949,21949,7094,14165,10871,5017,24167,4584,2113,25435,356791,59743,20102,65768,14104,13889,14485,6174,12217,4359,2941,4673,60923,12018,808441,342292,801664,15817,65585,23278,3339,20833,46428,2199640,963602,1990647,184248,28523,289234,16375,89617,38024,3918,9216,9434,3868,32649,420105,775566,42767,14761,16833,14676,187887,20135,56124,11477,11477,115151,2134,3538
039,NH24B,171,BXD60,CD,F,6890,9105,7632,10950,5780,2519,2776,911,9588,28415,20133,49067,21249,4314,15343,5543,4838,51586,2058,37758,27440,3698,4865,68740,156466,8170,35245,11354,3857,15919,12156,5599,7535148,2433,124054,18875,3965,8383,9377,224313,38005,42016,164322,1278,301641,53433,5755,4183,3306,4770,12532,8325,13008,243322,93689,225940,42889,8187,3790,6488,2976,20397,542551,7354,37800,5666,94656,17412,3217,2185,2465,4892,11080,18378,93053,15861,239939,3632,149272,16847,78624,2510,7895,3381,11939,4108,42453,5434,2171,130549,79995,10414,8186,5534,47800,65976,4300,43242,2812,5167,20672,2614,159543,3239,135471,11408,3792,52849,2984,16518,12178,2594,85957,102728,5704,4505,2904,226196,21208,5073,4970,1986,5579,4324,116459,15401,195783,18457,3869,4469,3800,4147,3218,2050,4820,8341,941523,8376,40759,21476,874701,6300,227387,11235220,75125,36312,21293,21099,14250,6490,3005,15138,94366,5605,11760,43966,54813,50307,4181037,350138,71071,9229,41087,14261,9525,3385,147429,16221,105099,54430,57055,1603240,10124,6334,10130981,9587,717169,46771,3410,7816,5073,12235,2426,4014,46239,4566,12354,16713,11653,4940,1507,4708,10176,2732,91580,4860,13175,5506,125449,14908,13669,1564,6002,37000,4088,6876,12105,2688,16082,5959,7463,12939,12493,2861,8722,76376,8177,145272,7725,3229,2557,6947,237402,9673,4041,66194,5752463,3306,3036,3321,40418,4801,18830,6422,5399,26679,2261,55234,371401,42731,4423,4680,2873,8759,52576,4479,11260,11628,17253,4906,9966,12822,21035,16426,7084,13147,201836,71439,30913,73312,12786,10320,12121,22711,14356,15108,11572,3158,11574,12106,307978,344878,545243,10616,69579,20685,12010,16043,11693,466421,550867,835983,159583,17697,173853,14343,91483,21603,4738,5735,8978,3109,15807,152890,213421,20900,15166,11696,11329,135926,10771,32937,8622,9872,67216,2762,3275
040,NH24B,171,BXD60,CD,F,6572,9734,8268,9252,5708,1966,2898,1009,9441,27094,18840,47581,19992,5201,15965,6010,4703,51916,1604,37760,25933,3393,5223,71089,145574,9926,35960,11398,3287,16363,12580,6362,7453291,2064,127848,14804,4627,8141,8278,226980,38915,41749,160955,1709,303757,53832,5868,4528,3824,4409,12267,7513,13051,238059,94996,219743,41375,9005,4126,6599,3088,20202,543684,7339,35982,5708,86708,15355,3596,2707,3285,4340,10823,18298,96359,14842,239123,3384,143266,15843,86048,2390,7298,4291,11574,3237,48821,5666,2210,132601,75714,9642,7960,4293,46167,66122,3778,44127,2680,5284,18830,3017,156977,3299,146504,11041,3125,52043,3552,16772,13680,2967,87513,98879,5278,5149,2878,222962,20119,4660,5989,2638,5711,4345,115330,14956,202705,18887,3124,4673,3529,4190,4328,2243,4434,7458,933292,7683,40635,21585,903414,5440,232447,11423182,72131,35332,21588,23647,13961,5990,3033,14805,94372,5983,12221,42224,54783,56013,4254274,362243,73750,9779,41915,14983,9319,3602,148360,16743,98908,51026,53078,1639051,9552,6383,10153519,8466,712400,43927,3780,7140,4962,12704,2190,3742,43319,4822,13891,17224,11948,4722,1595,5766,10436,3497,90251,5120,12947,5608,124019,14848,12161,1175,7068,35828,3680,5967,10772,3301,15755,6665,7292,11631,12691,2499,7607,75336,9076,143092,7198,3305,3229,6494,229783,9604,4165,67298,5519182,3861,3780,4152,38573,4778,19273,6982,5866,25832,2345,52006,360655,41908,5662,4287,3459,10051,59312,3854,10217,11046,18015,4693,10136,13475,20172,16283,7392,13134,198637,66270,29293,71268,12703,10467,11860,22541,14124,15098,12076,2955,12057,12283,303029,343489,546046,11322,69175,21587,10555,17707,12012,463801,545329,840625,162309,17285,176665,13736,93236,21953,5041,5457,9370,3226,16348,150552,214110,21124,14796,11991,11991,135754,11487,35341,8017,9741,69770,2702,3625
041,NH24B,222,BXD66,CD,F,12318,22739,10335,11467,8276,4402,2268,353,12206,43992,20184,35017,20579,9161,30514,3761,8957,19354,1809,28897,29334,3060,4697,70584,180186,12678,86295,8783,5255,14142,25473,3917,8671326,2310,163048,5997,2934,8344,5552,207647,31733,39438,195818,1323,297053,51979,4885,4428,3184,3951,11928,13031,3851,687889,90700,123905,16160,5975,4560,7032,2544,26633,121611,2714,69655,3171,145608,30384,2554,3077,3041,3582,6860,7234,67531,48894,113676,3161,244422,19490,48594,3850,6697,2191,7499,1621,19296,6781,2758,176895,40131,9042,3811,4719,39286,32451,2560,24237,3604,3207,12858,3499,322967,2751,173816,4541,3989,26112,2526,15309,13770,6202,89754,55625,18348,4044,3771,106755,32126,6792,6009,2320,1160,3062,141662,13520,91754,17368,4766,7015,4265,3956,3513,7120,3135,4426,291238,11681,167573,27388,550292,18109,309142,2255456,27936,30251,9739,13586,60226,6377,1476,19586,23541,4897,5593,31203,108599,5870,288194,28665,92608,8828,13169,4436,3871,3712,116592,17795,199797,15893,51599,283542,14030,7461,12611583,13230,1284449,131646,6173,7431,5260,10108,2262,2797,25580,4299,6382,5316,8051,5243,1369,13709,3633,2581,83777,5537,7100,10172,180069,20225,10844,4079,11754,74820,3179,7298,13810,3389,25154,6079,11340,18677,12463,1855,6958,111058,6846,244678,9573,3869,3428,9031,726953,10331,6619,98373,10044120,4534,4306,3930,10804,7904,1602,9902,3178,40912,3146,84090,628593,70233,3502,4266,2374,8537,14955,8011,29300,29300,30028,6047,8365,5677,22082,4224,2166,24298,331171,45302,16467,58671,12139,14380,15683,6075,12209,4642,3088,5310,50731,18727,596059,297956,879223,13858,48873,18154,3240,26291,42474,2192906,847345,1413472,163271,30986,372021,17504,81730,35045,6410,7450,7923,3405,31573,495883,738657,50110,14798,15398,13301,115281,14461,62537,13514,13490,88802,2358,2591
042,NH24B,222,BXD66,CD,F,11109,24193,10665,12585,8979,4184,2924,338,11950,39709,20703,33810,20655,7778,31696,4345,7933,20873,2603,30620,30923,3322,4101,70137,182740,12884,88544,7803,5389,14875,25992,4913,8596676,2423,161095,6436,3697,7298,5953,204474,35609,40058,198659,1303,298830,51707,5068,3952,2983,3691,11907,14361,3477,684118,94725,120722,17539,5759,4532,7446,2967,26927,117322,3136,71047,3769,148134,30076,3098,2784,2924,3780,6414,7404,65057,47377,113051,3207,250171,19805,48307,4350,7231,2567,6453,1560,19619,6387,3118,176145,39945,10249,3641,4817,38369,31189,2695,24309,3342,3305,11987,3063,329288,2647,172016,4330,3693,25265,2417,15725,13499,5896,86206,55307,19144,4853,3760,102205,33773,6702,6015,2170,1039,6106,144456,13359,92286,16260,5901,9112,4400,4508,4753,6683,3366,5325,277484,11411,173304,27243,554699,17577,310045,2115561,31856,29120,10663,12565,61316,7442,1373,20577,23077,5096,5903,32153,106429,5241,253407,27743,95931,8160,12632,4410,3378,3250,110501,16684,206053,16347,53609,260283,14695,7579,12801461,12487,1327476,132807,6102,6891,4341,9234,2533,3389,26332,4453,6039,5394,8595,5034,1616,13020,3758,2826,84459,6427,8112,10656,177499,18973,11514,4067,12523,79902,3482,7423,15916,2805,26176,6175,11571,19695,12547,1940,6472,110174,6021,242492,8847,3365,3272,9088,724181,11283,7358,99061,10268964,4797,4286,3994,12022,8435,1156,10244,3754,40773,3458,86490,665085,68345,3774,4783,2690,9240,14864,6943,28396,28785,28050,6265,9220,4968,20827,4624,2289,23802,333396,45858,16261,55638,11687,15016,15239,6051,11105,5309,2337,4771,52535,17218,590572,294223,902037,14109,49304,17400,2905,28198,45669,2186418,846133,1429095,169696,32626,372968,19678,82983,36915,7124,7032,8693,3095,30302,488778,753779,50253,14591,15935,13482,113118,13602,62701,12156,12344,91103,2411,3019
043,NH24B,591,BXD69,CD,F,18005,21583,15617,11145,9192,2252,8886,642,16951,87028,29728,29666,10045,7959,3088,5412,6230,14934,2232,27952,39996,3652,1862,55173,150840,13114,198521,6988,13590,13564,21864,4333,8059926,1984,82916,17947,3239,3935,6841,155556,28180,23127,80060,1477,91063,32531,4687,3856,2713,4792,13074,10068,8316,527149,96610,77679,27890,5185,7172,8242,3574,39918,137202,2380,6651,7381,210241,25735,2351,2662,2416,6457,11093,14976,70376,38203,129565,4871,211381,19129,98251,2217,6537,2385,3879,3288,1057871,9126,1390,212046,40809,13101,7623,9206,28082,26501,2063,39003,2642,5877,15274,3048,198630,6410,201459,5189,5511,30960,2365,12218,10847,4606,256701,61760,9821,3391,3299,200175,36360,2282,1637,2044,1042,3110,313860,10237,63202,29085,1936,8092,1730,4061,4886,1743,3716,10694,370352,15985,239989,14039,902052,5907,95313,738911,23059,46026,13058,9217,38903,6278,2388,10312,30239,3106,4789,25497,29075,4477,133941,22476,858657,10063,14819,5140,5229,3629,10631,13488,75467,15275,28141,106689,7461,5764,13958430,15658,437092,70421,13376,8696,7021,15207,7443,4386,14073,5509,4680,8979,12682,9704,2352,11587,3461,4509,63065,4347,3105,9731,85464,11570,4407,1494,6983,76473,4110,4482,9109,5591,14729,7606,13088,24323,13878,4604,8634,80043,7532,88602,6528,2517,3416,5050,494798,24411,11186,44550,8730088,5142,2317,3311,8304,5928,822,7206,2422,48545,4413,55594,311885,35670,4374,4577,3473,7972,16658,7184,23667,23667,16379,42636,10480,2634,13326,3138,1658,8604,68904,30030,14847,30356,7977,6400,7335,3675,5356,2741,2121,3298,24262,4322,257372,96426,230524,9981,31006,9534,2189,10071,28059,819260,350381,600686,82344,14683,146230,11292,72942,18907,7186,5555,5357,3162,16585,174176,281604,29401,11214,10415,9469,85810,12371,42035,10340,10271,64537,2450,3402
044,NH24B,591,BXD69,CD,F,17281,21117,15051,10713,8131,1997,7780,630,15853,91089,30553,31392,10452,9263,3767,4931,6378,14494,2081,28640,43426,4643,1829,60415,150173,13073,195025,7526,13226,15363,23499,5348,8034998,2133,83820,19337,4546,4405,6728,158536,28882,23337,77243,1828,92884,32074,5040,4441,3354,4312,12091,9244,7801,518472,95292,82374,30079,5888,7321,8505,3366,37441,135944,2302,6199,7223,219760,25335,2378,2659,2669,5152,11189,17208,70692,38069,129305,3795,200681,17097,89762,2668,6836,1955,2405,3065,1039021,8921,1305,217275,41218,12535,9309,10628,29098,26438,1580,38427,2420,5482,16524,2654,201872,5741,202583,5235,5800,29933,2214,11820,10220,3759,253653,59011,9012,3586,3074,203322,35009,2445,1644,2373,853,3563,308232,10724,62243,28551,2139,7669,1431,5054,5692,1686,2738,10500,350857,15867,230046,14763,930873,5586,83522,668280,23727,43608,11488,9567,38782,6556,2561,10834,29337,2842,4668,25006,28538,4786,121585,20958,858005,10511,14623,5322,5238,3290,10812,13825,71776,14804,26093,96726,7804,4710,13968514,18030,427172,70189,12556,8342,7120,13196,7840,4265,15014,6309,5075,8108,11846,9246,2144,10864,3647,5225,63032,4063,3131,10922,84137,11339,4806,1144,7099,76523,4330,4725,9400,5385,14466,7184,12597,23882,12511,4028,8752,75440,8024,86145,7200,2248,3072,4722,497150,24540,11808,43968,8710751,5690,2504,3332,9201,5722,950,6936,2633,47311,4602,55901,310490,36078,4489,4980,3286,8165,18113,2788,23851,23851,16111,43262,9973,2843,13633,3193,1701,8947,67341,28854,14222,29208,7562,7236,7367,3597,5514,2804,1829,3832,26080,4169,256972,96766,235183,8815,27774,9230,2495,10772,25451,827352,349609,608673,80732,15376,144562,11305,69833,18984,6550,6453,5220,2910,15735,173839,272050,30427,11981,10547,9319,85211,12434,41342,9269,9347,63665,2474,3366
045,NH24A,691,C57BL/6J,?,F,14694,13619,11327,11143,8123,2075,10110,662,12528,22912,24896,56077,33236,7114,3221,4048,5953,48891,1799,31213,48114,5039,4670,56598,152165,11551,32975,11548,5828,14841,18712,6639,8334618,13215,134924,29560,4999,4609,5524,175108,45534,34359,60635,3084,122598,71995,4951,5012,3629,5336,13961,11710,37936,508990,99927,196810,51296,10248,4244,9845,2881,12374,211000,2479,7664,4028,134516,20856,2653,4641,4316,5683,172217,15883,68714,63195,133373,2958,93961,19292,59254,3312,6693,2642,5436,5478,1429339,9339,10152,138708,47418,6002,59060,3579,52069,56976,3884,48456,2295,4589,22706,3947,402003,49515,192478,5379,2929,37567,2465,16050,17858,3001,82726,55267,11416,4676,4159,225593,14509,22232,3244,3178,980,5504,189756,10349,203041,24626,3094,3339,2025,7949,6617,1743,3258,6092,978468,12031,31128,48905,538110,57707,464227,3239034,155566,23287,15530,11687,8221,22604,1904,6905,76395,3013,5690,21362,107533,10687,537031,30781,394211,10726,32118,6167,9340,4276,24325,15088,174189,32092,34045,450559,8140,49718,12155605,15433,1153720,107649,13017,9813,10034,13724,5903,3650,75804,4091,7835,8454,10687,7224,6133,8679,8829,4032,77509,6297,17871,5930,235139,16324,13166,1716,15732,41956,4125,5844,13794,4295,35898,6548,18733,18600,15058,4719,15637,108699,7055,201295,12170,2966,3615,7817,715274,11796,4747,103015,12794735,8358,4181,3598,19118,182914,1432,6347,4188,24962,3582,44164,299625,32466,3589,6209,2636,8363,19020,3474,17969,20750,8525,4965,8245,3056,18123,2937,1569,20682,141541,34775,18021,31171,9268,9255,10966,4763,7841,3051,2735,3274,22986,30267,236910,176590,547645,8714,32662,10966,2463,15445,24975,974355,280373,844039,144953,21526,236582,11801,78564,19480,7521,5296,5974,2790,17918,228772,528631,32938,10968,12711,11385,100266,10502,36396,10630,10880,53986,2330,3416
